lib/ansible/module_utils/basic.py:233:_ANSIBLE_ARGS = None
lib/ansible/module_utils/basic.py:274:_PY3_MIN = sys.version_info[:2] >= (3, 5)
lib/ansible/module_utils/basic.py:275:_PY2_MIN = (2, 6) <= sys.version_info[:2] < (3,)
lib/ansible/modules/packaging/os/redhat_subscription.py:271:SUBMAN_CMD = None
test/units/modules/packaging/os/test_redhat_subscription.py:44:TEST_CASES = [
test/units/modules/packaging/os/test_redhat_subscription.py:851:SYSPURPOSE_TEST_CASES = [
test/units/modules/packaging/os/test_redhat_subscription.py:19:def patch_redhat_subscription(mocker):
test/units/modules/packaging/os/test_redhat_subscription.py:23:    mocker.patch('ansible.modules.packaging.os.redhat_subscription.RegistrationBase.REDHAT_REPO')
test/units/modules/packaging/os/test_redhat_subscription.py:24:    mocker.patch('ansible.modules.packaging.os.redhat_subscription.isfile', return_value=False)
test/units/modules/packaging/os/test_redhat_subscription.py:25:    mocker.patch('ansible.modules.packaging.os.redhat_subscription.unlink', return_value=True)
test/units/modules/packaging/os/test_redhat_subscription.py:26:    mocker.patch('ansible.modules.packaging.os.redhat_subscription.AnsibleModule.get_bin_path',
test/units/modules/packaging/os/test_redhat_subscription.py:820:def test_redhat_subscribtion(mocker, capfd, patch_redhat_subscription, testcase):
test/units/modules/packaging/os/test_redhat_subscription.py:833:    with pytest.raises(SystemExit):
test/units/modules/packaging/os/test_redhat_subscription.py:834:        redhat_subscription.main()
lib/ansible/modules/packaging/os/redhat_subscription.py:765:def main():
lib/ansible/modules/packaging/os/redhat_subscription.py:324:    def __init__(self, module, username=None, password=None):
lib/ansible/modules/packaging/os/redhat_subscription.py:278:    def __init__(self, module, username=None, password=None):
lib/ansible/modules/packaging/os/redhat_subscription.py:279:        self.module = module
lib/ansible/modules/packaging/os/redhat_subscription.py:280:        self.username = username
lib/ansible/modules/packaging/os/redhat_subscription.py:281:        self.password = password
lib/ansible/modules/packaging/os/redhat_subscription.py:326:        self.module = module
lib/ansible/modules/packaging/os/redhat_subscription.py:768:    rhsm = Rhsm(None)
lib/ansible/module_utils/basic.py:587:    def __init__(self, argument_spec, bypass_checks=False, no_log=False,
lib/ansible/module_utils/basic.py:600:        self._name = os.path.basename(__file__)  # initialize name until we can parse from options
lib/ansible/module_utils/basic.py:601:        self.argument_spec = argument_spec
lib/ansible/module_utils/basic.py:605:        self.no_log = no_log
lib/ansible/module_utils/basic.py:622:        self._string_conversion_action = ''
lib/ansible/module_utils/basic.py:624:        self.aliases = {}
lib/ansible/module_utils/basic.py:625:        self._legal_inputs = []
lib/ansible/module_utils/basic.py:1839:    def _load_params(self):
lib/ansible/module_utils/basic.py:504:def _load_params():
lib/ansible/module_utils/basic.py:517:        buffer = _ANSIBLE_ARGS
lib/ansible/module_utils/basic.py:541:        params = json.loads(buffer.decode('utf-8'))
lib/ansible/module_utils/basic.py:551:        return params['ANSIBLE_MODULE_ARGS']
lib/ansible/module_utils/basic.py:1846:        self.params = _load_params()
lib/ansible/module_utils/basic.py:1817:    def _set_fallbacks(self, spec=None, param=None):
lib/ansible/module_utils/basic.py:1819:            spec = self.argument_spec
lib/ansible/module_utils/basic.py:1821:            param = self.params
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
lib/ansible/module_utils/basic.py:1824:            fallback = v.get('fallback', (None,))
